author,source_file,poem_index,poem_id,text_head,title,period,evidence_grade,basis
蘇軾,poet.song.46000.json,2554,poet.song.46000.json#706,樓上新詩二百篇，三吳處士,題沈氏天隠樓,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2555,poet.song.46000.json#707,譙門對聳壓危坡，覽勝無如,和人登海表亭,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2556,poet.song.46000.json#708,松柏蕭蕭滿故丘，知君懷抱,會雙竹席上奉答開祖長官,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2557,poet.song.46000.json#709,淚滴秋風不爲麟，虛名何用,次韵答開祖,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2558,poet.song.46000.json#710,淥浄堂前竹，秋期赴白雲。,北山廣智大師回自都下過期而歸時率開祖無悔同訪之因留淥浄堂竹鶴二絕  其一,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2559,poet.song.46000.json#711,淥浄堂前鶴，孤棲守竹軒。,北山廣智大師回自都下過期而歸時率開祖無悔同訪之因留淥浄堂竹鶴二絕  其二,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2560,poet.song.46000.json#712,秋來欲見紫髯翁，待得梅花,欲往湖州見孫莘老別公輔希元彥遠醇之穆仲,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2561,poet.song.46000.json#713,清晨振衣起，起步方池側。,富陽道中,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2562,poet.song.46000.json#714,吾皇有意縛單于，槌破銅山,贈青濰將謝承制,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2563,poet.song.46000.json#715,長垂玉筯殘粧臉，肯爲金釵,過濰州驛見蔡君謨題詩壁上云綽約新嬌生眼底逡巡舊事上眉尖春來試問愁多少得似春潮夜夜添不知爲誰而作也和一首,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2564,poet.song.46000.json#716,楚鄉春冷早梅天，柳色波光,黄州春日雜書四絕  其一,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2565,poet.song.46000.json#717,中州臘盡春猶淺，只有梅花,黄州春日雜書四絕  其二,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2566,poet.song.46000.json#718,清曉披衣尋杖藜，隔牆已見,黄州春日雜書四絕  其三,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2567,poet.song.46000.json#719,病腹難堪七椀茶，曉窗睡起,黄州春日雜書四絕  其四,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2568,poet.song.46000.json#720,晚照餘喬木，前村起夕烟。,晚遊城西開善院泛舟暮歸二首  其一,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2569,poet.song.46000.json#721,放船江瀨淺，城郭近連村。,晚遊城西開善院泛舟暮歸二首  其二,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2570,poet.song.46000.json#722,消盡瓊瑶雲馭歸，餘寒猶復,和人雪晴書事,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2571,poet.song.46000.json#723,初見煌煌秀兩岐，俄驚落磑,奉酬仲閔食新麯湯餠仍聞糴麥甚盛因以戲之,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2572,poet.song.46000.json#724,喜見西風吹麥秋，年年爲逭,讀仲閔詩卷因成長句,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2573,poet.song.46000.json#725,雪堂居士醉方熟，玉澗山人,送酒與崔誠老,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2574,poet.song.46000.json#726,烏啼鵲噪昏喬木，清明寒食,與郭生遊寒溪主簿吳亮置酒郭生喜作挽歌酒酣發聲坐爲凄然郭生言吾恨無佳詞因爲略改樂天寒食詩歌之坐客有泣者其詞曰,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2575,poet.song.46000.json#727,隠約安幽奧，蕭騷雪藪西。,戲作切語竹詩,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2576,poet.song.46000.json#728,吟哦傲兀，仰晤巌月。邁巘,山行見月四言,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2577,poet.song.46000.json#729,邾城山下梅花樹，臘月江風,憶黄州梅花五絕  其一,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2578,poet.song.46000.json#730,一枝價重萬瓊琚，直恐姑山,憶黄州梅花五絕  其二,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2579,poet.song.46000.json#731,雖老于梅心未衰，今朝誰贈,憶黄州梅花五絕  其三,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2580,poet.song.46000.json#732,不用相催已白頭，一生判却,憶黄州梅花五絕  其四,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2581,poet.song.46000.json#733,玉琢青枝蕊綴金，仙肌不怕,憶黄州梅花五絕  其五,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2582,poet.song.46000.json#734,君來不遇我，我到不逢君。,訪散老不遇,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2583,poet.song.46000.json#735,離歌添唧唧，古曲擬行行。,和王定國,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2584,poet.song.46000.json#736,急景歸來早，窮陰晚不開。,出局偶書,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2585,poet.song.46000.json#737,筆工近歲說吳俞，李葛虛名,覓俞俊筆,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2586,poet.song.46000.json#738,太倉失陳紅，狡穴得餘腐。,鼠須筆,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2587,poet.song.46000.json#739,高情閑處任君彈，幽夢來時,琴枕,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2588,poet.song.46000.json#740,宗晟一軸水簾圖，寄與南舒,書李宗晟水簾圖,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2589,poet.song.46000.json#741,先皇御馬三千匹，仗下曾騎,書龍馬圖,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2590,poet.song.46000.json#742,寒時便具熱時風，饑漢那知,皎然禪師贈吳憑處士詩云世人不知心是道只言道在西方妙還如瞽者望長安長安在東向西笑東坡居士代答云,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2591,poet.song.46000.json#743,金粟釵頭次第多，起看缺月,燈花一首贈王十六,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2592,poet.song.46000.json#744,前夢後夢真是一，彼幻此幻,王晉卿得破墨三昧又嘗聞祖師第一義故畫邢和璞房次律論前生圖以寄其高趣東坡居士既作破琴詩以記異夢矣復說偈云,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2593,poet.song.46000.json#745,洞外復空中，千千萬萬同。,和芝上人竹軒,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2594,poet.song.46000.json#746,拆却相公庵，泥却駙馬竹。,戲贈秀老,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2595,poet.song.46000.json#747,反觀皆自直，相詆竟誰諛。,和晁美叔老兄,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2596,poet.song.46000.json#748,牛羊久已下，寂寞掩柴扉。,暮歸,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2597,poet.song.46000.json#749,夢破山骨冷，扶桑未放曉。,待旦,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2598,poet.song.46000.json#750,天下風流筍餠餤，人間濟楚,約吳遠遊與姜君弼喫蕈饅頭,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2599,poet.song.46000.json#751,松風溜溜作春寒，伴我饑腸,除夕訪子野食燒芋戲作,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2600,poet.song.46000.json#752,青松盈尺間香梅，盡是先生,北歸度嶺寄子由,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2601,poet.song.46000.json#753,鳴泉鳴泉，經雲而潺湲。拔,鳴泉思思君子也君子抱道且殆而時弗與民咸思之鳴泉故基堙圮殆盡眉山蘇軾搔首踟躕作鳴泉思以思之,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2602,poet.song.46000.json#754,頌聲歌盛旦，多黍樂豐年。,豐年有高廩詩,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2603,poet.song.46000.json#755,一軒高爲黄花設，富擬人間,萬菊軒,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2604,poet.song.46000.json#756,少陵翰墨無形畫，韓幹丹青,韓幹馬,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2605,poet.song.46000.json#757,野菜此出珍又珍，送與西鄰,送煮菜贈包安靜先生,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2606,poet.song.46000.json#758,百疊漪漪風皺，六銖縰縰雲,夢中賦裙带,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2607,poet.song.46000.json#759,王郎西去路漫漫，野店無人,王定國自彭城往南都時子由在宋幕求家書僕醉不能作獨以一絕句與之,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2608,poet.song.46000.json#760,東坡五載黄州住，何事無言,贈黄州官妓,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2609,poet.song.46000.json#761,桃園未必無杏，銀礦終須有,六言樂語,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2610,poet.song.46000.json#762,臨池妙墨出元常，弄玉嬌姿,題領巾絕句,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2611,poet.song.46000.json#763,任從酒滿翻香縷，不願書來,書裙带絕句,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2612,poet.song.46000.json#764,金沙泉湧雪濤香，灑作醍醐,虎跑泉,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2613,poet.song.46000.json#765,披雲離北巌，度嶺入中夏。,端硯詩,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2614,poet.song.46000.json#766,玉筍纖纖揭繡簾，一心偷看,張無盡過黄州徐君猷爲守有四侍人姓爲孫姜閻齊適張夫人携其一往婿家既暮復還乃閻姬也最爲徐所寵因書絕句云,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2615,poet.song.46000.json#767,南北山光照綠蘿，濯纓洗耳,題銅陵陳公園雙池詩  其一,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2616,poet.song.46000.json#768,落帆重到古銅官，長是江風,題銅陵陳公園雙池詩  其二,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2617,poet.song.46000.json#769,異味誰栽向海濱，亭亭直幹,咏檳榔,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2618,poet.song.46000.json#770,天地雖虛廓，惟海爲最大。,醉中題鮫綃詩,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2619,poet.song.46000.json#771,簾卷窗穿戶不扃，隙塵風葉,無題,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2620,poet.song.46000.json#772,人日滯留江上村，定知芳草,雅安人日次舊韵二首  其一,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2621,poet.song.46000.json#773,似聞高隠在前村，坐膝扶牀,雅安人日次舊韵二首  其二,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2622,poet.song.46000.json#774,雨過郊原一番新，尋芳車馬,和代器之,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2623,poet.song.46000.json#775,心似已灰之木，身如不繫之,自題金山畫像,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2624,poet.song.46000.json#776,歸去來兮，世不汝求胡不歸,歸來引送王子立歸筠州,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2625,poet.song.46000.json#777,出臨臯而東騖兮，並叢祠而,黄泥坂詞,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2626,poet.song.46000.json#778,大江南兮九華西，泛秋浦兮,清溪詞,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2627,poet.song.46000.json#779,南山之幽，雲冥冥兮。孰居,上清詞,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2628,poet.song.46000.json#780,山坡陀兮下屬江，勢崖絕兮,山坡陀行,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2629,poet.song.46000.json#781,琅然，清圜。誰彈，響空山,醉翁操,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2630,poet.song.46000.json#782,國老安榮心自閑，紫袍金带,次韵借觀睢陽五老圖,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2631,poet.song.46000.json#783,潮隨暗浪雪山傾，遠浦漁舟,題金山寺回文體,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2632,poet.song.46000.json#784,千尺長松掛薜蘿，梯雲嶺上,水月寺,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2633,poet.song.46000.json#785,請得一日假，來遊半月泉。,半月泉,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2634,poet.song.46000.json#786,今日何山是勝遊，亂峰縈轉,遊何山,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2635,poet.song.46000.json#787,石室先生清興動，落筆縱橫,自題臨文與可畫竹,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2636,poet.song.46000.json#788,巌泉未入井，蒙然冒沙石。,雙井白龍,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2637,poet.song.46000.json#789,浮金最好溪南景，古木樓臺,瑞金東明觀,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2638,poet.song.46000.json#790,觀魚惠子臺蕪沒，夢蝶莊生,題清淮樓,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2639,poet.song.46000.json#791,遠公沽酒飲陶潛，佛印燒豬,戲答佛印,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2640,poet.song.46000.json#792,木落沙明秋浦，雲卧烟淡瀟,失題三首  其一,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2641,poet.song.46000.json#793,望斷水雲千里，橫空一抹晴,失題三首  其二,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2642,poet.song.46000.json#794,公子只應見畫，此中我獨知,失題三首  其三,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2643,poet.song.46000.json#795,鴻漸偏宜丹鳳南，冠霞帔月,來鶴亭,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2644,poet.song.46000.json#796,征西天府，重九令節。駕言,龍山補亡  其一,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2645,poet.song.46000.json#797,吾聞君子，蹈常履素。晦明,龍山補亡  其二,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2646,poet.song.46000.json#798,小檻徘徊日自斜，只愁春盡,牡丹,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2647,poet.song.46000.json#799,十年不向此凭欄，景象依然,西湖壽星院明遠堂,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2648,poet.song.46000.json#800,光風爲花好，奕奕弄清溫。,牡丹和韵,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2649,poet.song.46000.json#801,階下有龍潭，一泓寒且碧。,慈雲四景 甘露泉,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2650,poet.song.46000.json#802,禪居何所有，戶牖白雲分。,慈雲四景 白雲居,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2651,poet.song.46000.json#803,誰從五竺國，分得一枝來。,慈雲四景 娑羅樹,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2652,poet.song.46000.json#804,古院楓篁裏，寥寥隔市喧。,慈雲四景 鸚鵡院,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2653,poet.song.46000.json#805,明月妙高臺，盤渦月照開。,過金山寺一首,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2654,poet.song.46000.json#806,翻陽湖上都昌縣，燈火樓臺,過都昌,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2655,poet.song.46000.json#807,讀書廬山中，作郡廬山下。,登廬山,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2656,poet.song.46000.json#808,春風寂寂夜寥寥，一望蒼苔,無題七絕一首,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2657,poet.song.46000.json#809,庭松偃蓋如醉，夏雨新凉似,大雨聯句,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2658,poet.song.46000.json#810,龍枝已逐風雷變，減却虛窗,風折松聯句,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2659,poet.song.46000.json#811,終須跨箇玉麒麟，方丈蓬萊,獻壽戲作,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2660,poet.song.46000.json#812,纖手搓來玉色勻，碧油煎出,戲詠饊子贈鄰嫗,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2661,poet.song.46000.json#813,君如天馬玉花驄，萬里須臾,次韵錢穆父還張天覺行縣詩卷,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2662,poet.song.46000.json#814,瀉湯舊得茶三昧，覓句近窺,又贈老謙,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2663,poet.song.46000.json#815,團扇經秋似敗荷，丹青彷彿,扇,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2664,poet.song.46000.json#816,寺官官小未朝參，紅日半窗,僕年三十九在潤州道上過除夜作此詩又二十年在惠州錄之以付過  其一,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2665,poet.song.46000.json#817,釣艇歸時菖葉雨，繰車鳴處,僕年三十九在潤州道上過除夜作此詩又二十年在惠州錄之以付過  其二,exile,B,补编区题面贬所关键词覆写(编年失序)
蘇軾,poet.song.46000.json,2666,poet.song.46000.json#818,岡陵來勢遠，幽處更依山。,題陳公園,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2667,poet.song.46000.json#819,道合何妨過虎溪，高山流水,寄崔閑,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2668,poet.song.46000.json#820,柳條風暖會吟詩，林下池邊,秋日寄友人,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2669,poet.song.46000.json#821,空巌發靈籟，彷彿如風雷。,雷巌,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2670,poet.song.46000.json#822,自昔遥聞太守高，明爻象彖,治易洞,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2671,poet.song.46000.json#823,老境於吾漸不佳，一生拗性,甘蔗,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2672,poet.song.46000.json#824,墨月黳雲脫太清，海風吹上,謝人送墨,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2673,poet.song.46000.json#825,枯槁形骸惟見耳，凋殘鬢髮,送竹香爐,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2674,poet.song.46000.json#826,野水開冰出，山雲带雨行。,江村二首  其一,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2675,poet.song.46000.json#827,野老幽居處，成吾一首詩。,江村二首  其二,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2676,poet.song.46000.json#828,北距飛狐信未通，夜來縛到,送玉面貍,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2677,poet.song.46000.json#829,尋花不惜命，愛雪常忍凍。,贈李邦直探梅,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2678,poet.song.46000.json#830,春池水暖魚自樂，翠嶺竹靜,題陳公園,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2679,poet.song.46000.json#831,璃玻千頃照神州，此夕人間,潮中觀月,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2680,poet.song.46000.json#832,步來禪榻畔，凉氣逼團蒲。,雨中邀李范庵過天竺寺作二首  其一,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2681,poet.song.46000.json#833,老禪趺坐處，疏竹翠泠泠。,雨中邀李范庵過天竺寺作二首  其二,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2682,poet.song.46000.json#834,橋下幽亭近水寒，倩誰□字,安老亭,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2683,poet.song.46000.json#835,攬勝雷山舒嘯亭，諸峰秀拱,舒嘯亭,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2684,poet.song.46000.json#836,月明寫炤寺林幽，最是江湖,宿資福院,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2685,poet.song.46000.json#837,雨後東風漸轉和，扣門遷客,金沙臺,unknown,C,"补编区(2387起)非编年,不可依序断代"
蘇軾,poet.song.46000.json,2686,poet.song.46000.json#838,寒食清明都過了，石泉槐火,句  其一,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2687,poet.song.46000.json#839,滄海何曾斷地脈，白袍端合,句  其二,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2688,poet.song.46000.json#840,荔枝已成吾髮白，猶作江南,句  其三,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2689,poet.song.46000.json#841,陽蟲隕羿喪厥喙，羽淵之化,句  其四,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2690,poet.song.46000.json#842,歲寒冰冷天地閉，爲我起蟄,句  其五,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2691,poet.song.46000.json#843,竹籬茅舍出青黄。,句  其六,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2692,poet.song.46000.json#844,其間絕品非不佳，張禹縱賢,句  其七,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2693,poet.song.46000.json#845,冉冉綠霧生人衣。,句  其八,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2694,poet.song.46000.json#846,作詩不須工。,句  其九,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2695,poet.song.46000.json#847,天公自著意。,句  其一○,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2696,poet.song.46000.json#848,醉中有客眠何害，須信陶潛,句  其一一,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2697,poet.song.46000.json#849,不會人間閑草木，預人何事,句  其一二,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2698,poet.song.46000.json#850,書窗涴壁常遭駡。,句  其一三,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2699,poet.song.46000.json#851,旅雁何時更著行。,句  其一四,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2700,poet.song.46000.json#852,背之不見與無同。,句  其一五,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2701,poet.song.46000.json#853,多生綺語磨不盡。,句  其一六,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2702,poet.song.46000.json#854,一夕雷轟薦福碑。,句  其一七,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2703,poet.song.46000.json#855,白頭逢國士，青眼酒尊開。,句  其一八,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2704,poet.song.46000.json#856,二疏辭漢去。,句  其一九,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2705,poet.song.46000.json#857,山抹微雲秦學士，露花倒影,句  其二○,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2706,poet.song.46000.json#858,槐花黄，舉子忙；促織鳴，,句  其二一,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2707,poet.song.46000.json#859,一爐香對紫宮起，萬點雨隨,句  其二二,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2708,poet.song.46000.json#860,秋英不比春花落，說與詩人,句  其二三,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2709,poet.song.46000.json#861,衡茅稚子璠璵器。,句  其二四,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2710,poet.song.46000.json#862,有客打碑來薦福，無人騎鶴,句  其二五,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2711,poet.song.46000.json#863,侍者方當而立歲，先生已是,句  其二六,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2712,poet.song.46000.json#864,吾曹總爲長江老。,句  其二七,unknown,C,"句/存目,不可计"
蘇軾,poet.song.46000.json,2713,poet.song.46000.json#865,密竹不妨呈勁節，早梅何惜,句  其二八,unknown,C,"句/存目,不可计"
